GeneName,GeneId,CHR,NumVariants,LOF,Ancestral,NumNull,NumUpstream,NumSynonymous,NumStopLost,NumStopGain,NumStartLost,NumSpliceRegion,NumSpliceDonor,NumSpliceAcceptor,NumMissense,NumIntronic,NumInframeIndel,NumFrameshift,NumDownstream,Num3UTR,Num5UTR,MinPos,MaxPos
HTN1,ENSG00000126550,4,32,1,3,0,0,2,0,0,0,4,0,1,2,20,0,0,0,3,0,70052998,70055654
PRR27,ENSG00000187533,4,55,1,3,0,0,2,0,1,0,4,0,0,11,35,0,0,0,1,1,70154323,70161658
ODAM,ENSG00000109205,4,64,3,3,0,5,7,0,2,0,2,0,0,7,38,0,1,0,1,1,70195690,70203249
FDCSP,ENSG00000181617,4,22,1,1,0,0,1,0,0,0,1,1,0,5,14,0,0,0,0,0,70231112,70234281
CSN3,ENSG00000171209,4,49,0,6,0,0,3,0,0,0,0,0,0,13,33,0,0,0,0,0,70243118,70249526
CABS1,ENSG00000145309,4,22,2,2,0,0,4,0,0,0,0,0,0,12,0,0,2,0,2,2,70334983,70336276
SMR3A,ENSG00000109208,4,18,0,1,0,0,1,0,0,0,0,0,0,7,4,2,0,0,4,0,70362028,70367071
SMR3B,ENSG00000171201,4,16,0,2,0,0,0,0,0,0,1,0,0,6,7,0,0,0,2,0,70384418,70389904
OPRPN,ENSG00000171199,4,28,1,1,0,0,4,0,0,0,1,0,0,10,9,0,1,0,3,0,70399207,70410172
MUC7,ENSG00000171195,4,49,1,5,0,0,7,0,0,0,1,0,1,26,8,0,0,0,4,2,70473933,70481977
AMTN,ENSG00000187689,4,58,1,5,0,0,2,0,0,0,6,0,0,13,32,0,1,0,3,1,70518719,70532520
AMBN,ENSG00000178522,4,98,1,1,0,0,10,0,0,0,1,1,0,25,55,1,0,0,3,2,70592287,70606827
ENAM,ENSG00000132464,4,106,5,1,0,0,16,0,2,0,2,1,1,47,32,1,1,0,3,0,70629405,70644940
JCHAIN,ENSG00000132465,4,29,0,1,0,0,5,0,0,0,2,0,0,3,17,0,0,0,2,0,70656254,70666521
UTP3,ENSG00000132467,4,30,1,0,0,0,8,0,0,0,0,0,0,14,0,3,1,0,3,1,70688664,70690175
RUFY3,ENSG00000018189,4,244,2,7,0,6,16,0,0,0,6,1,0,18,74,1,1,15,67,39,70704858,70806739
GRSF1,ENSG00000132463,4,113,2,2,0,15,12,0,2,0,3,0,0,21,50,2,0,0,0,8,70824273,70839923
MOB1B,ENSG00000173542,4,125,3,3,0,0,4,0,0,2,1,0,0,5,102,0,1,0,4,6,70902449,70982156
DCK,ENSG00000156136,4,53,0,0,0,0,2,0,0,0,0,0,0,6,40,0,0,0,2,3,70993742,71029473
SLC4A4,ENSG00000080493,4,218,6,4,0,0,31,0,2,0,6,1,1,23,148,0,2,0,3,1,71233227,71567970
GC,ENSG00000145321,4,113,0,2,0,4,11,0,0,0,2,0,0,18,68,1,0,0,0,9,71746259,71803919
NPFFR2,ENSG00000056291,4,94,1,5,0,0,8,0,0,0,3,0,0,28,36,0,1,0,2,16,72031855,72147846
ADAMTS3,ENSG00000156140,4,212,0,6,0,0,30,0,0,0,9,0,0,44,114,0,0,0,3,12,72283051,72568828
COX18,ENSG00000163626,4,64,1,3,0,0,5,0,1,0,2,0,0,6,47,0,0,0,3,0,73058061,73068219
ANKRD17,ENSG00000132466,4,484,1,6,0,20,170,0,0,0,7,0,1,63,191,4,0,16,4,8,73069243,73259066
ALB,ENSG00000163631,4,87,0,0,0,0,11,0,0,0,4,0,0,13,55,0,0,0,2,2,73404299,73420388
AFP,ENSG00000081051,4,107,3,4,0,0,12,0,3,0,7,0,0,18,67,0,0,0,0,0,73436354,73455305
AFM,ENSG00000079557,4,141,5,2,0,0,0,0,2,0,3,0,1,27,102,0,2,0,1,3,73481745,73503166
RASSF6,ENSG00000169435,4,114,3,10,0,0,4,0,2,0,4,0,1,19,62,0,0,0,10,12,73576138,73620548
CXCL8,ENSG00000169429,4,31,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,2,10,7,73740623,73742551
CXCL6,ENSG00000124875,4,25,2,0,0,0,2,0,0,1,1,0,0,1,2,0,1,5,9,3,73836669,73837736
PF4V1,ENSG00000109272,4,33,0,3,0,0,5,0,0,0,3,0,0,3,15,0,0,3,1,3,73853304,73854220
CXCL1,ENSG00000163739,4,32,0,0,0,1,3,0,0,0,2,0,0,4,16,0,0,0,2,4,73869391,73870636
PF4,ENSG00000163737,4,22,0,3,0,0,2,0,0,0,1,0,0,3,11,0,0,0,3,2,73981117,73982030
PPBP,ENSG00000163736,4,14,0,0,0,0,1,0,0,0,2,0,0,6,2,0,0,2,1,0,73982043,73988071
CXCL5,ENSG00000163735,4,18,0,1,0,0,1,0,0,0,0,0,0,5,10,0,0,0,1,1,73997590,73998632
CXCL3,ENSG00000163734,4,21,0,2,0,2,4,0,0,0,1,0,0,3,8,0,0,0,1,2,74037187,74038707
CXCL2,ENSG00000081041,4,22,0,0,0,0,3,0,0,0,0,0,0,2,11,0,0,0,2,4,74097674,74099173
MTHFD2L,ENSG00000163738,4,189,3,5,0,1,12,0,1,0,2,0,1,19,150,0,1,0,1,1,74140445,74301815
EPGN,ENSG00000182585,4,52,1,0,0,3,1,0,0,0,3,1,0,7,17,0,0,7,11,2,74308447,74314719
EREG,ENSG00000124882,4,39,0,2,0,0,4,0,0,0,0,0,0,7,20,0,0,0,0,8,74365211,74384786
AREG,ENSG00000109321,4,44,2,4,0,0,6,0,1,0,0,1,0,8,26,0,0,0,0,2,74445323,74452711
BTC,ENSG00000174808,4,56,2,4,0,0,7,0,1,0,4,0,1,18,21,0,0,0,0,4,74747994,74794401
PARM1,ENSG00000169116,4,49,0,1,0,0,13,0,0,0,1,0,0,13,17,0,0,0,1,4,74933239,75046338
RCHY1,ENSG00000163743,4,63,1,2,0,17,0,0,0,0,2,0,1,6,32,0,0,0,3,2,75482458,75517060
THAP6,ENSG00000174796,4,76,0,2,0,0,1,0,0,0,1,0,0,4,4,0,0,4,62,0,75521655,75539781
C4orf26,ENSG00000174792,4,31,2,2,0,3,2,0,0,0,2,1,0,8,12,0,1,0,2,0,75556023,75564570
CDKL2,ENSG00000138769,4,82,3,0,0,0,11,0,0,0,0,1,0,23,45,0,2,0,0,0,75581922,75626069
G3BP2,ENSG00000138757,4,98,0,1,0,7,7,0,0,0,0,0,0,4,50,1,0,0,1,28,75645356,75673691
USO1,ENSG00000138768,4,172,1,7,0,0,19,0,0,0,13,0,1,17,116,0,0,0,2,4,75724734,75813390
PPEF2,ENSG00000156194,4,133,8,7,0,0,17,0,3,0,1,0,1,45,47,0,4,11,1,3,75860585,75896353
NAAA,ENSG00000138744,4,124,2,14,0,2,6,0,0,0,6,2,0,26,25,0,0,30,22,5,75913604,75941041
SDAD1,ENSG00000198301,4,138,1,1,0,0,14,0,1,0,3,0,0,26,87,0,0,0,0,7,75950835,75990929
CXCL9,ENSG00000138755,4,28,1,1,0,0,5,0,1,0,0,0,0,6,10,1,0,0,4,1,76003504,76007480
ART3,ENSG00000156219,4,167,2,12,0,1,8,0,1,0,3,0,1,10,143,0,0,0,0,0,76006223,76107801
NUP54,ENSG00000138750,4,145,1,5,0,0,26,0,0,0,5,0,0,14,79,3,1,14,1,2,76112286,76148421
SCARB2,ENSG00000138760,4,108,1,1,0,0,13,0,0,0,1,0,0,21,53,0,1,0,4,15,76161627,76213635
FAM47E,ENSG00000189157,4,75,8,5,0,3,4,0,1,0,3,4,2,18,21,0,1,0,17,1,76251639,76283557
STBD1,ENSG00000118804,4,32,1,0,0,0,6,0,0,0,1,0,0,10,4,0,1,4,0,6,76306690,76313326
CCDC158,ENSG00000163749,4,185,3,15,0,0,24,0,1,0,5,1,0,47,99,0,1,4,0,3,76323221,76403272
SHROOM3,ENSG00000138771,4,237,0,4,0,0,47,0,0,0,3,0,0,82,101,0,0,0,3,1,76436045,76779268
SOWAHB,ENSG00000186212,4,67,3,2,0,0,14,0,2,0,0,0,0,41,0,3,1,0,2,4,76895404,76897944
SEPT11,ENSG00000138758,4,207,0,7,0,0,9,0,0,0,12,0,0,8,44,0,0,29,99,6,76949804,77039795
CCNI,ENSG00000118816,4,101,0,3,0,0,9,0,0,0,4,0,0,12,52,0,0,0,5,19,77048144,77075642
CCNG2,ENSG00000138764,4,77,1,3,0,0,16,0,0,0,1,0,0,11,39,1,1,1,5,2,77158469,77166003
CXCL13,ENSG00000156234,4,12,0,1,0,0,0,0,0,0,2,0,0,2,6,0,0,0,2,0,77605979,77611137
CNOT6L,ENSG00000138767,4,93,1,2,0,6,22,0,0,0,13,0,0,2,41,0,1,0,3,5,77720390,77819394
MRPL1,ENSG00000169288,4,81,1,3,0,0,7,0,0,0,2,0,0,15,48,0,1,0,4,4,77862754,77952692
FRAS1,ENSG00000138759,4,855,5,35,0,0,126,0,3,0,37,1,1,203,428,1,0,19,30,6,78057935,78541202
ANXA3,ENSG00000138772,4,95,3,3,0,0,8,0,1,0,3,0,0,16,60,0,2,0,5,0,78554389,78610193
BMP2K,ENSG00000138756,4,201,2,5,0,0,40,0,1,0,7,0,0,35,83,17,1,0,13,4,78776487,78912121
PAQR3,ENSG00000163291,4,143,0,5,0,0,12,0,0,0,2,0,0,8,48,0,0,0,69,4,78917699,78939318
NAA11,ENSG00000156269,4,16,3,0,0,0,3,0,1,0,0,0,0,7,0,0,2,0,0,3,79325247,79325945
GK2,ENSG00000196475,4,32,2,1,0,1,12,0,0,0,0,0,0,13,0,1,2,0,2,1,79406486,79408300
ANTXR2,ENSG00000163297,4,101,2,3,0,0,8,0,0,0,4,0,0,19,60,0,2,0,2,6,79907401,80072788
PRDM8,ENSG00000152784,4,189,0,0,0,45,52,0,0,0,2,0,0,28,32,1,0,0,5,24,80194150,80203589
FGF5,ENSG00000138675,4,62,2,2,0,0,8,1,0,1,1,0,0,12,32,0,0,0,5,2,80266727,80286747
C4orf22,ENSG00000197826,4,99,2,3,0,1,6,0,0,0,1,0,0,15,71,0,2,0,2,1,80335672,80963690
BMP3,ENSG00000152785,4,68,0,4,0,0,17,0,0,0,0,0,0,27,3,0,0,0,16,5,81031227,81053609
PRKG2,ENSG00000138669,4,147,0,7,0,2,18,0,0,0,4,0,0,11,110,0,0,0,2,0,81089619,81205138
RASGEF1B,ENSG00000138670,4,86,1,4,0,3,12,0,0,0,5,0,0,14,30,0,1,15,6,0,81427673,82045043
HNRNPD,ENSG00000138668,4,81,1,0,0,0,20,0,0,0,2,0,0,9,39,0,1,0,1,9,82355277,82373763
ENOPH1,ENSG00000145293,4,118,0,0,0,92,4,0,0,0,1,0,0,7,10,0,0,0,2,2,82425966,82460207
TMEM150C,ENSG00000249242,4,49,0,2,0,0,3,0,0,0,2,0,0,4,21,0,0,5,1,13,82485419,82562301
SCD5,ENSG00000145284,4,73,0,2,0,0,8,0,0,0,1,0,0,13,20,0,0,0,28,3,82631244,82798604
SEC31A,ENSG00000138674,4,232,3,8,0,32,23,0,0,1,14,1,0,38,107,1,1,6,2,6,82819010,82904942
THAP9,ENSG00000168152,4,61,0,2,0,0,13,0,0,0,1,0,0,26,17,2,0,0,2,0,82906289,82919009
LIN54,ENSG00000189308,4,123,2,2,0,8,23,0,0,0,1,0,1,20,58,1,1,0,0,10,82928108,83012081
COPS4,ENSG00000138663,4,74,0,1,0,0,10,0,0,0,5,0,0,8,37,0,0,0,10,4,83035162,83075493
PLAC8,ENSG00000145287,4,19,0,0,0,0,4,0,0,0,1,0,0,2,9,0,0,0,3,0,83094628,83108010
COQ2,ENSG00000173085,4,96,4,2,0,4,9,0,1,1,0,0,0,22,54,0,2,1,2,0,83264130,83284996
HPSE,ENSG00000173083,4,95,2,5,0,0,10,0,0,2,0,0,0,18,60,0,0,0,3,2,83295315,83334854
HELQ,ENSG00000163312,4,208,3,9,0,37,17,0,0,0,8,0,1,51,89,0,2,0,0,3,83407479,83459882
MRPS18C,ENSG00000163319,4,30,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,24,1,0,83460884,83463701
FAM175A,ENSG00000163322,4,74,0,5,0,0,3,0,0,0,1,0,0,7,51,0,0,3,0,9,83467377,83485158
GPAT3,ENSG00000138678,4,126,3,1,0,11,11,0,1,0,4,1,0,8,76,0,1,0,2,11,83535638,83604820
NKX6-1,ENSG00000163623,4,54,1,0,0,0,9,0,0,0,0,0,0,14,19,3,1,0,6,2,84493200,84498306
CDS1,ENSG00000163624,4,103,2,1,0,0,6,0,0,0,5,0,0,17,64,0,2,0,6,3,84583346,84648783
WDFY3,ENSG00000163625,4,470,9,8,0,0,68,0,2,0,19,1,1,70,301,0,5,0,1,2,84672861,84860610
ARHGAP24,ENSG00000138639,4,130,2,3,0,7,16,0,1,0,4,0,0,28,48,1,1,4,4,16,85570489,86000812
MAPK10,ENSG00000109339,4,147,1,1,0,8,13,0,1,0,6,0,0,5,73,0,0,0,7,34,86017135,86360266
PTPN13,ENSG00000163629,4,372,2,11,0,1,57,0,0,0,12,0,0,90,205,0,2,3,1,1,86595684,86814641
SLC10A6,ENSG00000145283,4,60,2,1,0,0,4,0,2,0,1,0,0,20,28,1,0,0,2,2,86823595,86849204
C4orf36,ENSG00000163633,4,47,0,3,0,5,2,0,0,0,1,0,0,7,23,0,0,0,2,7,86887717,86892521
AFF1,ENSG00000172493,4,262,2,8,0,7,30,0,0,0,5,1,1,63,139,0,0,0,2,14,86948435,87135773
KLHL8,ENSG00000145332,4,79,2,1,0,0,29,0,1,0,2,0,0,10,32,0,1,0,1,3,87163444,87195607
HSD17B13,ENSG00000170509,4,76,5,3,0,0,6,0,1,0,2,1,1,15,43,1,2,0,4,0,87305140,87322796
HSD17B11,ENSG00000198189,4,50,2,4,0,0,6,0,1,0,1,1,0,5,23,0,0,0,2,11,87337193,87391141
NUDT9,ENSG00000170502,4,56,3,1,0,0,6,0,1,0,1,0,0,9,31,0,2,0,3,3,87422808,87458087
SPARCL1,ENSG00000152583,4,84,0,5,0,0,8,0,0,0,1,0,0,24,45,1,0,0,1,4,87473773,87499670
DSPP,ENSG00000152591,4,369,4,24,0,0,172,0,1,0,1,0,0,121,43,27,3,0,1,0,87610883,87616585
DMP1,ENSG00000152592,4,54,1,2,0,0,7,0,0,0,0,0,0,19,25,0,1,0,2,0,87656421,87663355
IBSP,ENSG00000029559,4,38,1,4,0,0,4,0,1,0,1,0,0,16,14,0,0,0,2,0,87802415,87811976
MEPE,ENSG00000152595,4,69,2,8,0,0,9,0,0,1,1,0,0,33,23,0,1,0,1,0,87834635,87846535
SPP1,ENSG00000118785,4,57,2,0,0,0,8,0,0,1,1,1,0,12,32,0,0,0,1,1,87976826,87982927
PKD2,ENSG00000118762,4,167,1,2,0,21,39,0,0,0,2,1,0,41,52,3,0,0,1,7,88007635,88075711
ABCG2,ENSG00000118777,4,119,3,3,0,0,12,0,1,0,4,0,1,29,67,1,1,0,3,0,88092173,88140114
PPM1K,ENSG00000163644,4,89,0,2,0,0,3,0,0,0,3,0,0,9,19,0,0,8,45,2,88262495,88278598
HERC6,ENSG00000138642,4,183,6,10,0,0,18,0,3,0,4,1,0,46,105,1,2,0,1,2,88378822,88442548
HERC5,ENSG00000138646,4,178,2,5,0,23,17,0,0,0,3,0,0,35,82,1,2,0,9,6,88456971,88505978
PYURF,ENSG00000145337,4,23,0,1,0,0,3,0,0,0,0,0,0,5,2,0,0,0,7,6,88521599,88523795
HERC3,ENSG00000138641,4,209,1,7,0,1,19,0,0,0,5,0,0,17,157,0,1,5,4,0,88605780,88707058
FAM13A,ENSG00000138640,4,231,5,4,0,6,27,0,1,0,5,0,1,36,125,0,3,0,11,16,88728436,89057294
TIGD2,ENSG00000180346,4,100,3,0,0,12,49,0,1,0,0,0,0,28,0,0,2,0,3,5,89110957,89114649
GPRIN3,ENSG00000185477,4,70,1,3,0,0,18,0,0,0,0,0,0,41,0,0,1,0,3,7,89247722,89250327
SNCA,ENSG00000145335,4,32,0,3,0,3,4,0,0,0,0,0,0,1,18,0,0,0,6,0,89726545,89835733
MMRN1,ENSG00000138722,4,111,5,4,0,0,20,0,3,0,2,0,0,39,35,2,2,0,2,6,89894872,89953503
CCSER1,ENSG00000184305,4,163,0,7,0,0,22,0,0,0,2,0,0,35,67,1,0,2,31,3,90308215,91599075
GRID2,ENSG00000152208,4,182,1,5,0,0,55,0,1,0,5,0,0,29,81,0,0,0,5,6,92304574,93772597
ATOH1,ENSG00000172238,4,28,0,0,0,0,7,0,0,0,0,0,0,12,0,1,0,0,2,6,93828859,93830076
SMARCAD1,ENSG00000163104,4,175,1,2,0,16,30,0,0,0,2,0,1,15,93,0,0,0,2,16,94208361,94289555
HPGDS,ENSG00000163106,4,36,0,2,0,0,5,0,0,0,1,0,0,7,21,0,0,0,2,0,94299420,94334707
PDLIM5,ENSG00000163110,4,298,2,6,0,1,20,0,1,0,15,0,0,40,87,0,1,8,125,0,94455189,94666108
BMPR1B,ENSG00000138696,4,108,1,2,0,9,11,0,0,1,2,0,0,20,54,0,0,3,1,7,95051640,95154722
UNC5C,ENSG00000182168,4,152,2,3,0,0,36,0,1,0,1,1,0,29,74,0,0,6,3,1,95169179,95548898
PDHA2,ENSG00000163114,4,35,3,0,0,0,9,0,1,1,0,0,0,17,0,0,1,0,2,4,95840066,95841346
STPG2,ENSG00000163116,4,87,6,3,0,0,8,0,3,0,1,1,0,25,44,0,2,0,2,1,97558984,98143228
RAP1GDS1,ENSG00000138698,4,128,1,3,0,0,16,0,1,0,6,0,0,19,76,1,0,0,6,3,98261504,98442186
TSPAN5,ENSG00000168785,4,62,0,4,0,5,14,0,0,0,1,0,0,1,32,0,0,0,5,4,98472432,98658288
EIF4E,ENSG00000151247,4,64,0,1,0,0,7,0,0,0,1,0,0,5,37,0,0,0,0,14,98881124,98929190
METAP1,ENSG00000164024,4,129,1,5,0,0,10,0,0,0,2,0,0,12,93,0,1,0,2,9,98995659,99061360
ADH5,ENSG00000197894,4,66,2,0,0,7,4,0,1,0,1,1,0,10,36,0,0,0,4,2,99072342,99088799
ADH4,ENSG00000198099,4,63,4,6,0,0,8,0,1,0,1,0,1,19,27,0,2,0,3,1,99124349,99144254
ADH6,ENSG00000172955,4,83,3,1,0,0,6,0,0,0,0,1,1,14,42,1,1,0,14,3,99204169,99219216
ADH1A,ENSG00000187758,4,60,0,1,0,0,5,0,0,0,3,0,0,7,43,0,0,0,1,1,99276525,99290931
ADH1B,ENSG00000196616,4,73,1,0,0,1,9,0,0,0,6,0,0,12,41,0,1,0,1,2,99307788,99321424
ADH1C,ENSG00000248144,4,103,0,0,0,0,17,0,0,0,2,0,0,16,62,0,0,0,4,2,99336696,99352758
ADH7,ENSG00000196344,4,71,3,1,0,1,4,0,1,0,3,0,2,18,36,0,0,0,4,2,99413053,99435309
C4orf17,ENSG00000138813,4,53,2,1,0,0,7,0,0,0,2,0,0,19,17,2,2,0,3,1,99513003,99542104
TRMT10A,ENSG00000145331,4,69,1,0,0,0,5,0,0,0,1,0,0,17,45,0,1,0,0,0,99549153,99558281
MTTP,ENSG00000138823,4,163,3,7,0,12,18,0,0,2,4,0,0,43,75,0,1,0,2,6,99559088,99622937
RP11-766F14.2,ENSG00000248713,4,136,2,1,0,0,55,0,1,0,0,0,0,75,0,0,1,0,4,0,99649246,99654315
DAPP1,ENSG00000070190,4,70,0,3,0,0,4,0,0,0,2,0,0,5,51,0,0,0,3,5,99816878,99868274
LAMTOR3,ENSG00000109270,4,33,0,1,0,0,1,0,0,0,1,0,0,4,24,0,0,0,1,2,99881979,99894043
DNAJB14,ENSG00000164031,4,133,0,1,0,47,12,0,0,0,0,0,0,9,40,0,0,17,2,6,99900924,99950199
DDIT4L,ENSG00000145358,4,44,1,1,0,0,14,0,0,0,1,0,0,16,11,0,1,0,1,0,100187601,100190059
EMCN,ENSG00000164035,4,91,1,3,0,0,8,0,0,0,4,1,0,13,63,0,0,0,0,2,100410226,100517999
PPP3CA,ENSG00000138814,4,135,0,1,0,0,17,0,0,0,4,0,0,8,70,0,0,0,14,22,101025785,101346923
BANK1,ENSG00000153064,4,145,2,4,0,1,15,0,2,0,7,0,0,35,81,0,0,0,0,4,101790791,102073694
SLC39A8,ENSG00000138821,4,102,0,3,0,0,13,0,0,0,5,0,0,6,30,0,0,11,32,5,102259357,102344945
NFKB1,ENSG00000109320,4,162,0,1,0,3,16,0,0,0,9,0,0,23,104,0,0,0,2,5,102510876,102616683
MANBA,ENSG00000109323,4,165,3,4,0,0,24,0,1,0,4,1,0,38,88,1,1,0,2,5,102631979,102760962
UBE2D3,ENSG00000109332,4,178,6,3,0,31,5,0,0,0,9,4,1,5,56,0,1,0,3,63,102797322,102869281
CISD2,ENSG00000145354,4,25,1,0,0,0,11,0,0,0,1,0,0,2,7,0,1,0,3,0,102885127,102887461
SLC9B1,ENSG00000164037,4,175,8,3,0,10,14,0,5,0,11,0,0,30,84,0,3,3,11,4,102900849,103020024
SLC9B2,ENSG00000164038,4,88,0,3,0,14,12,0,0,0,0,0,0,23,34,0,0,0,4,1,103026300,103082258
BDH2,ENSG00000164039,4,65,0,3,0,0,3,0,0,0,4,0,0,7,51,0,0,0,0,0,103082787,103096285
CENPE,ENSG00000138778,4,370,2,9,0,1,45,0,0,0,11,0,0,83,226,0,2,0,0,2,103106226,103198417
TACR3,ENSG00000169836,4,61,0,1,0,0,29,0,0,0,1,0,0,18,10,0,0,0,2,1,103589609,103719695
CXXC4,ENSG00000168772,4,99,0,1,0,0,49,0,0,0,0,0,0,14,10,18,0,0,2,6,104472286,104491893
TET2,ENSG00000168769,4,279,9,6,0,0,54,0,3,0,1,0,0,80,31,1,6,9,94,0,105233851,105276593
PPA2,ENSG00000138777,4,135,2,5,0,2,3,0,0,0,5,1,0,16,100,0,1,0,5,2,105369643,105474146
ARHGEF38,ENSG00000236699,4,140,4,3,0,0,17,0,1,0,7,0,1,34,49,1,2,8,19,1,105552705,105667692
INTS12,ENSG00000138785,4,59,0,1,0,6,15,0,0,0,0,0,0,12,19,0,0,4,3,0,105677686,105703094
GSTCD,ENSG00000138780,4,88,1,2,0,22,7,0,0,0,4,0,0,15,38,0,1,0,1,0,105707820,105845619
NPNT,ENSG00000168743,4,131,2,2,0,0,8,1,0,0,4,0,1,45,64,2,0,0,3,3,105895557,105969063
TBCK,ENSG00000145348,4,180,5,8,0,8,25,0,3,0,4,0,0,18,111,0,2,0,4,5,106046475,106325187
AIMP1,ENSG00000164022,4,47,0,1,0,0,7,0,0,0,3,0,0,11,23,0,0,0,3,0,106327353,106347792
GIMD1,ENSG00000250298,4,40,0,1,0,3,4,0,0,0,0,0,0,11,19,0,0,3,0,0,106358120,106367490
DKK2,ENSG00000155011,4,43,0,2,0,0,7,0,0,0,1,0,0,12,16,0,0,0,3,4,106923862,107035673
PAPSS1,ENSG00000138801,4,109,1,3,0,0,11,0,0,0,7,0,0,11,74,0,1,0,2,3,107614171,107720272
SGMS2,ENSG00000164023,4,34,1,0,0,0,9,0,0,0,0,0,0,7,14,0,1,0,2,1,107895461,107910582
CYP2U1,ENSG00000155016,4,42,0,2,0,0,3,0,0,0,0,0,0,14,15,1,0,0,4,5,107931574,107950457
HADH,ENSG00000138796,4,99,0,5,0,0,7,0,0,0,2,0,0,17,67,0,0,0,2,4,107989848,108034416
LEF1,ENSG00000138795,4,117,0,5,0,7,21,0,0,0,6,0,0,11,41,1,0,11,6,13,108048618,108167826
RPL34,ENSG00000109475,4,31,0,0,0,0,2,0,0,0,4,0,0,4,17,0,0,4,0,0,108621877,108625285
OSTC,ENSG00000198856,4,26,0,1,0,1,1,0,0,0,0,0,0,6,18,0,0,0,0,0,108650561,108667226
ETNPPL,ENSG00000164089,4,111,2,2,0,0,9,0,2,0,8,0,0,18,69,0,0,0,2,3,108742390,108762935
COL25A1,ENSG00000188517,4,282,2,8,0,3,6,0,1,0,14,1,0,28,203,0,0,20,5,1,108813977,109302096
SEC24B,ENSG00000138802,4,199,3,3,0,0,39,0,2,0,4,0,0,28,112,1,1,0,7,5,109433805,109539765
CCDC109B,ENSG00000005059,4,98,4,1,0,0,4,0,2,0,2,1,0,16,44,2,1,21,1,4,109560245,109691074
CASP6,ENSG00000138794,4,35,3,1,0,0,3,0,0,0,2,1,0,7,11,0,2,2,0,7,109687567,109703559
PLA2G12A,ENSG00000123739,4,24,1,0,0,0,3,0,0,0,0,0,0,6,4,0,1,0,4,6,109714325,109729905
CFI,ENSG00000205403,4,110,1,4,0,0,18,0,0,0,9,0,1,25,44,0,0,8,3,2,109740886,109802051
GAR1,ENSG00000109534,4,40,0,3,0,0,2,0,0,0,2,0,0,6,24,1,0,5,0,0,109816092,109828228
RRH,ENSG00000180245,4,75,3,1,0,0,7,0,1,0,2,0,0,16,32,0,2,4,11,0,109833044,109848387
LRIT3,ENSG00000183423,4,71,0,1,0,0,11,0,0,0,0,0,0,40,10,0,0,0,1,9,109851339,109870790
EGF,ENSG00000138798,4,199,3,9,0,0,16,0,1,0,3,0,1,53,122,0,1,0,2,0,109913491,110011527
ELOVL6,ENSG00000170522,4,30,2,0,0,0,5,0,0,1,2,0,1,1,19,0,0,0,0,1,110051373,110198430
ENPEP,ENSG00000138792,4,164,0,5,0,0,16,0,0,0,8,0,0,24,114,0,0,0,1,1,110476408,110561634
PITX2,ENSG00000164093,4,86,2,0,0,5,16,1,1,0,2,0,0,10,22,0,0,1,1,27,110618089,110633038
C4orf32,ENSG00000174749,4,33,1,1,0,0,5,0,0,0,1,0,0,11,10,0,1,0,2,3,112145528,112187023
AP1AR,ENSG00000138660,4,85,2,0,0,0,14,0,2,0,0,0,0,13,51,0,0,0,1,4,112231994,112268436
TIFA,ENSG00000145365,4,11,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,0,2,0,112277852,112278513
ALPK1,ENSG00000073331,4,176,7,3,0,0,30,0,3,1,7,1,0,59,69,0,2,0,3,1,112377685,112441307
NEUROG2,ENSG00000178403,4,35,1,1,0,0,21,0,0,0,0,0,0,11,1,1,1,0,0,0,112514669,112515530
ZGRF1,ENSG00000138658,4,223,10,1,0,21,28,0,2,0,5,2,2,71,87,0,4,0,0,1,112539560,112633229
LARP7,ENSG00000174720,4,132,3,1,0,0,4,0,1,0,1,0,0,16,103,2,2,0,3,0,112644483,112657422
ANK2,ENSG00000145362,4,602,6,16,0,27,126,0,3,1,12,1,1,132,287,1,0,0,3,8,112904502,113381581
CAMK2D,ENSG00000145349,4,286,3,6,0,0,13,0,1,0,9,1,0,6,200,0,1,4,2,49,113455628,113761734
ARSJ,ENSG00000180801,4,54,3,0,0,0,25,0,2,0,0,0,0,17,2,0,1,0,4,3,113902092,113978917
UGT8,ENSG00000174607,4,95,0,5,0,0,15,0,0,0,0,0,0,13,63,0,0,0,4,0,114622944,114676362
NDST4,ENSG00000138653,4,130,0,8,0,0,36,0,0,0,5,0,0,31,51,0,0,6,0,1,114827758,115077048
TRAM1L1,ENSG00000174599,4,17,1,0,0,0,6,0,1,0,0,0,0,5,0,0,0,0,3,2,117084191,117085466
NDST3,ENSG00000164100,4,116,0,7,0,0,27,0,0,0,5,0,0,24,56,0,0,0,1,3,118053838,118255782
PRSS12,ENSG00000164099,4,153,9,1,0,0,14,0,0,1,6,1,2,49,58,0,5,0,0,17,118281979,118352950
METTL14,ENSG00000145388,4,80,0,1,0,0,15,0,0,0,1,0,0,6,56,0,0,0,1,1,118685462,118710401
SEC24D,ENSG00000150961,4,180,0,4,0,0,27,0,0,0,12,0,0,38,92,0,0,7,3,1,118723451,118833763
SYNPO2,ENSG00000172403,4,252,1,5,0,0,22,0,1,0,2,0,0,49,11,1,0,1,162,3,118888946,119057982
MYOZ2,ENSG00000172399,4,54,0,3,0,0,12,0,0,0,0,0,0,9,25,0,0,0,6,2,119136473,119186293
